ime,dat,latitude,longitude,,,count,
1.33E+17,6/8/2023 19:00,40.022783,-75.1351918,5.67,2.15,3.2,
1.33E+17,6/8/2023 19:00,40.022865,-75.1350973,5.67,2.15,3.2,
1.33E+17,6/8/2023 19:00,40.022865,-75.1350973,5.67,2.15,3.2,
1.33E+17,6/8/2023 18:58,40.021287,-75.1350089,5.67,2.16,3.2,
1.33E+17,6/8/2023 18:58,40.021287,-75.1350089,5.67,2.16,3.2,
1.33E+17,6/8/2023 18:58,40.021264,-75.1348405,5.67,2.16,3.2,
1.33E+17,6/8/2023 18:58,40.021264,-75.1348405,5.67,2.16,3.2,
1.33E+17,6/8/2023 18:58,40.021241,-75.1346813,5.67,2.16,3.2,
1.33E+17,6/8/2023 18:58,40.021241,-75.1346813,5.67,2.16,3.2,
1.33E+17,6/8/2023 18:58,40.021228,-75.1345467,5.67,2.16,3.2,
1.33E+17,6/8/2023 18:58,40.021228,-75.1345467,5.67,2.16,3.2,
1.33E+17,6/8/2023 18:58,40.021190,-75.1344215,5.67,2.16,3.2,
1.33E+17,6/8/2023 18:58,40.021190,-75.1344215,5.67,2.16,3.2,
1.33E+17,6/8/2023 19:12,40.018796,-75.1461957,5.67,2.68,3.21,
1.33E+17,6/8/2023 19:12,40.018796,-75.1461957,5.67,2.68,3.21,
1.33E+17,6/8/2023 19:12,40.018853,-75.1459491,5.67,2.68,3.21,
1.33E+17,6/8/2023 19:12,40.018853,-75.1459491,5.67,2.68,3.21,
1.33E+17,6/8/2023 19:12,40.018887,-75.1456949,5.67,2.68,3.21,
1.33E+17,6/8/2023 19:12,40.018887,-75.1456949,5.67,2.68,3.21,
1.33E+17,6/8/2023 19:12,40.018895,-75.1454663,5.67,2.68,3.21,
1.33E+17,6/8/2023 19:12,40.018895,-75.1454663,5.67,2.68,3.21,
1.33E+17,6/8/2023 19:12,40.018892,-75.1452833,5.67,2.68,3.21,
1.33E+17,6/8/2023 19:12,40.018892,-75.1452833,5.67,2.68,3.21,
1.33E+17,6/8/2023 19:12,40.018885,-75.1451563,5.67,2.68,3.21,
1.33E+17,6/8/2023 19:12,40.018885,-75.1451563,5.67,2.68,3.21,
1.33E+17,6/8/2023 19:12,40.018879,-75.1449950,5.67,2.59,3.21,
1.33E+17,6/8/2023 19:12,40.018879,-75.1449950,5.67,2.59,3.21,
1.33E+17,6/8/2023 19:12,40.018863,-75.1447587,5.67,2.59,3.21,
1.33E+17,6/8/2023 19:12,40.018863,-75.1447587,5.67,2.59,3.21,
1.33E+17,6/8/2023 19:12,40.018855,-75.1445554,5.67,2.59,3.21,
1.33E+17,6/8/2023 19:12,40.018855,-75.1445554,5.67,2.59,3.21,
1.33E+17,6/8/2023 19:12,40.018850,-75.1443827,5.67,2.59,3.21,
1.33E+17,6/8/2023 19:12,40.018850,-75.1443827,5.67,2.59,3.21,
1.33E+17,6/8/2023 19:12,40.018840,-75.1441595,5.67,2.59,3.21,
1.33E+17,6/8/2023 19:12,40.018840,-75.1441595,5.67,2.59,3.21,
1.33E+17,6/8/2023 19:12,40.018840,-75.1438684,5.67,2.59,3.21,
1.33E+17,6/8/2023 19:12,40.018840,-75.1438684,5.67,2.59,3.21,
1.33E+17,6/8/2023 19:12,40.018857,-75.1435939,5.67,2.53,3.21,
1.33E+17,6/8/2023 19:12,40.018857,-75.1435939,5.67,2.53,3.21,
1.33E+17,6/8/2023 19:12,40.018886,-75.1433545,5.67,2.53,3.21,
1.33E+17,6/8/2023 19:12,40.018886,-75.1433545,5.67,2.53,3.21,
1.33E+17,6/8/2023 19:12,40.018932,-75.1431677,5.67,2.53,3.21,
1.33E+17,6/8/2023 19:12,40.018932,-75.1431677,5.67,2.53,3.21,
1.33E+17,6/8/2023 19:12,40.018981,-75.1429856,5.67,2.53,3.21,
1.33E+17,6/8/2023 19:12,40.018981,-75.1429856,5.67,2.53,3.21,
1.33E+17,6/8/2023 19:12,40.019032,-75.1428441,5.67,2.53,3.21,
1.33E+17,6/8/2023 19:12,40.019032,-75.1428441,5.67,2.53,3.21,
1.33E+17,6/8/2023 18:58,40.020604,-75.1358537,5.67,2.15,3.21,
1.33E+17,6/8/2023 18:58,40.020604,-75.1358537,5.67,2.15,3.21,
1.33E+17,6/8/2023 18:58,40.020577,-75.1356290,5.67,2.15,3.21,
1.33E+17,6/8/2023 18:58,40.020577,-75.1356290,5.67,2.15,3.21,
1.33E+17,6/8/2023 19:03,40.019100,-75.1355786,5.67,2.29,3.21,
1.33E+17,6/8/2023 19:03,40.019100,-75.1355786,5.67,2.29,3.21,
1.33E+17,6/8/2023 19:02,40.019203,-75.1355690,5.67,2.29,3.21,
1.33E+17,6/8/2023 19:02,40.019203,-75.1355690,5.67,2.29,3.21,
1.33E+17,6/8/2023 19:02,40.019315,-75.1355436,5.67,2.29,3.21,
1.33E+17,6/8/2023 19:02,40.019315,-75.1355436,5.67,2.29,3.21,
1.33E+17,6/8/2023 19:02,40.019438,-75.1355118,5.67,2.29,3.21,
1.33E+17,6/8/2023 19:02,40.019438,-75.1355118,5.67,2.29,3.21,
1.33E+17,6/8/2023 18:58,40.021449,-75.1354930,5.67,2.17,3.21,
1.33E+17,6/8/2023 18:58,40.021449,-75.1354930,5.67,2.17,3.21,
1.33E+17,6/8/2023 18:58,40.021347,-75.1354352,5.67,2.17,3.21,
1.33E+17,6/8/2023 18:58,40.021347,-75.1354352,5.67,2.17,3.21,
1.33E+17,6/8/2023 18:58,40.021322,-75.1353070,5.67,2.17,3.21,
1.33E+17,6/8/2023 18:58,40.021322,-75.1353070,5.67,2.17,3.21,
1.33E+17,6/8/2023 18:58,40.020526,-75.1351916,5.67,2.15,3.21,
1.33E+17,6/8/2023 18:58,40.020526,-75.1351916,5.67,2.15,3.21,
1.33E+17,6/8/2023 18:58,40.021305,-75.1351709,5.67,2.17,3.21,
1.33E+17,6/8/2023 18:58,40.021305,-75.1351709,5.67,2.17,3.21,
1.33E+17,6/8/2023 18:58,40.020497,-75.1350034,5.67,2.15,3.21,
1.33E+17,6/8/2023 18:58,40.020497,-75.1350034,5.67,2.15,3.21,
1.33E+17,6/8/2023 18:58,40.020472,-75.1348481,5.67,2.15,3.21,
1.33E+17,6/8/2023 18:58,40.020472,-75.1348481,5.67,2.15,3.21,
1.33E+17,6/11/2023 18:02,40.022788,-75.1341487,9.99,2.49,3.21,
1.33E+17,6/11/2023 18:02,40.022757,-75.1339836,10,2.49,3.21,
1.33E+17,6/11/2023 18:02,40.022738,-75.1338234,10.1,2.49,3.21,
1.33E+17,6/11/2023 18:02,40.022761,-75.1335554,10,2.49,3.21,
1.33E+17,6/8/2023 19:12,40.018202,-75.1467311,5.67,2.61,3.22,
1.33E+17,6/8/2023 19:12,40.018202,-75.1467311,5.67,2.61,3.22,
1.33E+17,6/8/2023 19:12,40.018313,-75.1467167,5.67,2.61,3.22,
1.33E+17,6/8/2023 19:12,40.018313,-75.1467167,5.67,2.61,3.22,
1.33E+17,6/8/2023 19:12,40.018450,-75.1466684,5.67,2.61,3.22,
1.33E+17,6/8/2023 19:12,40.018450,-75.1466684,5.67,2.61,3.22,
1.33E+17,6/8/2023 19:12,40.018592,-75.1465700,5.67,2.61,3.22,
1.33E+17,6/8/2023 19:12,40.018592,-75.1465700,5.67,2.61,3.22,
1.33E+17,6/8/2023 19:12,40.018714,-75.1464130,5.67,2.61,3.22,
1.33E+17,6/8/2023 19:12,40.018714,-75.1464130,5.67,2.61,3.22,
1.33E+17,6/11/2023 18:13,40.016771,-75.1409381,4.42,2.51,3.22,
1.33E+17,6/11/2023 18:13,40.016916,-75.1409211,4.8,2.51,3.22,
1.33E+17,6/11/2023 18:13,40.017039,-75.1408904,4.52,2.51,3.22,
1.33E+17,6/11/2023 18:13,40.017146,-75.1408523,4.34,2.51,3.22,
1.33E+17,6/11/2023 17:53,40.019979,-75.1367511,3.79,2.15,3.22,
1.33E+17,6/11/2023 17:53,40.020115,-75.1367385,3.79,2.15,3.22,
1.33E+17,6/11/2023 17:53,40.020217,-75.1367209,3.79,2.15,3.22,
1.33E+17,6/11/2023 17:53,40.020310,-75.1367054,3.79,2.15,3.22,
1.33E+17,6/11/2023 17:53,40.020422,-75.1366923,3.79,2.15,3.22,
1.33E+17,6/11/2023 17:53,40.020514,-75.1366577,3.79,2.15,3.22,
1.33E+17,6/11/2023 18:08,40.021704,-75.1363748,10.7,2.57,3.22,
1.33E+17,6/11/2023 18:08,40.021807,-75.1363566,10.6,2.57,3.22,
1.33E+17,6/11/2023 18:08,40.021963,-75.1363266,10.4,2.57,3.22,
1.33E+17,6/11/2023 18:08,40.022117,-75.1362958,10.2,2.57,3.22,
1.33E+17,6/11/2023 18:08,40.022261,-75.1362639,10.1,2.57,3.22,
1.33E+17,6/8/2023 18:59,40.022254,-75.1353387,5.67,2.3,3.22,
1.33E+17,6/8/2023 18:59,40.022254,-75.1353387,5.67,2.3,3.22,
1.33E+17,6/8/2023 18:59,40.022355,-75.1353162,5.67,2.3,3.22,
1.33E+17,6/8/2023 18:59,40.022355,-75.1353162,5.67,2.3,3.22,
1.33E+17,6/11/2023 17:56,40.015161,-75.1352884,9.94,2.03,3.22,
1.33E+17,6/8/2023 18:59,40.022461,-75.1352558,5.67,2.3,3.22,
1.33E+17,6/8/2023 18:59,40.022461,-75.1352558,5.67,2.3,3.22,
1.33E+17,6/8/2023 18:59,40.022559,-75.1352134,5.67,2.3,3.22,
1.33E+17,6/8/2023 18:59,40.022559,-75.1352134,5.67,2.3,3.22,
1.33E+17,6/11/2023 17:56,40.015349,-75.1351995,9.94,2.03,3.22,
1.33E+17,6/11/2023 17:56,40.015481,-75.1351520,9.94,2.03,3.22,
1.33E+17,7/5/2023,40.022762,-75.1340771,3.79,1.96,3.22,
1.33E+17,7/5/2023,40.022737,-75.1338421,3.79,1.96,3.22,
1.33E+17,7/5/2023,40.022722,-75.1337106,3.79,1.96,3.22,
1.33E+17,6/11/2023 18:38,40.021855,-75.1317845,3.79,2.5,3.22,
1.33E+17,6/11/2023 18:38,40.021962,-75.1317419,3.79,2.5,3.22,
1.33E+17,6/11/2023 18:38,40.022084,-75.1317091,3.79,2.5,3.22,
1.33E+17,6/11/2023 17:56,40.015312,-75.1364108,10.1,1.9,3.23,
1.33E+17,6/11/2023 17:56,40.015301,-75.1362290,10,1.9,3.23,
1.33E+17,6/11/2023 17:56,40.015281,-75.1360298,9.96,1.9,3.23,
1.33E+17,6/11/2023 17:56,40.015259,-75.1358225,9.94,1.9,3.23,
1.33E+17,6/8/2023 18:58,40.021545,-75.1354859,5.67,2.34,3.23,
1.33E+17,6/8/2023 18:58,40.021545,-75.1354859,5.67,2.34,3.23,
1.33E+17,6/8/2023 18:59,40.021649,-75.1354649,5.67,2.34,3.23,
1.33E+17,6/8/2023 18:59,40.021649,-75.1354649,5.67,2.34,3.23,
1.33E+17,6/8/2023 18:59,40.021770,-75.1354426,5.67,2.34,3.23,
1.33E+17,6/8/2023 18:59,40.021770,-75.1354426,5.67,2.34,3.23,
1.33E+17,6/8/2023 18:59,40.021883,-75.1354087,5.67,2.34,3.23,
1.33E+17,6/8/2023 18:59,40.021883,-75.1354087,5.67,2.34,3.23,
1.33E+17,6/8/2023 18:59,40.022002,-75.1353831,5.67,2.34,3.23,
1.33E+17,6/8/2023 18:59,40.022002,-75.1353831,5.67,2.34,3.23,
1.33E+17,6/8/2023 18:59,40.022132,-75.1353593,5.67,2.34,3.23,
1.33E+17,6/8/2023 18:59,40.022132,-75.1353593,5.67,2.34,3.23,
1.33E+17,6/11/2023 18:01,40.022875,-75.1335189,9.94,2.5,3.23,
1.33E+17,6/11/2023 18:01,40.023448,-75.1335157,10.4,2.5,3.23,
1.33E+17,6/11/2023 18:01,40.022984,-75.1334998,10,2.5,3.23,
1.33E+17,6/11/2023 18:01,40.023145,-75.1334869,13,2.5,3.23,
1.33E+17,6/11/2023 18:01,40.023298,-75.1334769,13.7,2.5,3.23,
1.33E+17,6/11/2023 19:19,40.019947,-75.1503234,5.39,2.16,3.24,
1.33E+17,6/11/2023 19:19,40.019870,-75.1497767,4.63,2.16,3.24,
1.33E+17,6/11/2023 19:19,40.019801,-75.1492309,4.01,2.16,3.24,
1.33E+17,6/11/2023 19:19,40.019742,-75.1486787,3.79,2.16,3.24,
1.33E+17,6/11/2023 19:19,40.019678,-75.1481456,3.79,2.16,3.24,
1.33E+17,6/11/2023 19:19,40.019612,-75.1476153,3.79,2.16,3.24,
1.33E+17,6/8/2023 19:13,40.018107,-75.1467287,5.67,2.69,3.24,
1.33E+17,6/8/2023 19:13,40.018107,-75.1467287,5.67,2.69,3.24,
1.33E+17,6/8/2023 19:13,40.018002,-75.1467233,5.67,2.69,3.24,
1.33E+17,6/8/2023 19:13,40.018002,-75.1467233,5.67,2.69,3.24,
1.33E+17,6/8/2023 19:13,40.017887,-75.1467011,5.67,2.69,3.24,
1.33E+17,6/8/2023 19:13,40.017887,-75.1467011,5.67,2.69,3.24,
1.33E+17,6/8/2023 19:13,40.017780,-75.1466708,5.67,2.69,3.24,
1.33E+17,6/8/2023 19:13,40.017780,-75.1466708,5.67,2.69,3.24,
1.33E+17,6/8/2023 19:13,40.017674,-75.1466337,5.67,2.69,3.24,
1.33E+17,6/8/2023 19:13,40.017674,-75.1466337,5.67,2.69,3.24,
1.33E+17,6/8/2023 19:19,40.012730,-75.1413328,5.67,2.63,3.24,
1.33E+17,6/8/2023 19:19,40.012730,-75.1413328,5.67,2.63,3.24,
1.33E+17,6/8/2023 19:19,40.012687,-75.1412076,5.67,2.63,3.24,
1.33E+17,6/8/2023 19:19,40.012687,-75.1412076,5.67,2.63,3.24,
1.33E+17,6/8/2023 19:19,40.012656,-75.1410877,5.67,2.63,3.24,
1.33E+17,6/8/2023 19:19,40.012656,-75.1410877,5.67,2.63,3.24,
1.33E+17,6/8/2023 19:19,40.012632,-75.1409634,5.67,2.63,3.24,
1.33E+17,6/8/2023 19:19,40.012632,-75.1409634,5.67,2.63,3.24,
1.33E+17,6/15/2023,40.024819,-75.1390203,5.87,2.72,3.24,
1.33E+17,6/15/2023,40.025025,-75.1389784,6.04,2.72,3.24,
1.33E+17,6/15/2023,40.025232,-75.1389371,6.25,2.72,3.24,
1.33E+17,6/15/2023,40.025448,-75.1388905,6.5,2.72,3.24,
1.33E+17,6/15/2023,40.025679,-75.1388316,6.83,2.72,3.24,
1.33E+17,6/8/2023 18:55,40.018178,-75.1382482,5.67,2.07,3.24,
1.33E+17,6/8/2023 18:55,40.018178,-75.1382482,5.67,2.07,3.24,
1.33E+17,6/8/2023 18:55,40.018322,-75.1382214,5.67,2.07,3.24,
1.33E+17,6/8/2023 18:55,40.018322,-75.1382214,5.67,2.07,3.24,
1.33E+17,6/8/2023 18:55,40.018425,-75.1382068,5.67,2.07,3.24,
1.33E+17,6/8/2023 18:55,40.018425,-75.1382068,5.67,2.07,3.24,
1.33E+17,6/8/2023 18:55,40.018514,-75.1381681,5.67,2.07,3.24,
1.33E+17,6/8/2023 18:55,40.018514,-75.1381681,5.67,2.07,3.24,
1.33E+17,7/5/2023,40.020028,-75.1371399,3.79,2.01,3.24,
1.33E+17,7/5/2023,40.019987,-75.1369552,3.79,2.01,3.24,
1.33E+17,7/5/2023,40.020009,-75.1367848,3.79,2.01,3.24,
1.33E+17,6/8/2023 18:57,40.020862,-75.1365496,5.67,2.16,3.24,
1.33E+17,6/8/2023 18:57,40.020862,-75.1365496,5.67,2.16,3.24,
1.33E+17,6/8/2023 18:57,40.020769,-75.1365361,5.67,2.16,3.24,
1.33E+17,6/8/2023 18:57,40.020769,-75.1365361,5.67,2.16,3.24,
1.33E+17,6/8/2023 18:57,40.020961,-75.1365254,5.67,2.15,3.24,
1.33E+17,6/8/2023 18:57,40.020961,-75.1365254,5.67,2.15,3.24,
1.33E+17,6/8/2023 18:57,40.021078,-75.1365007,5.67,2.15,3.24,
1.33E+17,6/8/2023 18:57,40.021078,-75.1365007,5.67,2.15,3.24,
1.33E+17,6/8/2023 18:57,40.021234,-75.1364717,5.67,2.15,3.24,
1.33E+17,6/8/2023 18:57,40.021234,-75.1364717,5.67,2.15,3.24,
1.33E+17,6/8/2023 18:57,40.020696,-75.1364417,5.67,2.16,3.24,
1.33E+17,6/8/2023 18:57,40.020696,-75.1364417,5.67,2.16,3.24,
1.33E+17,6/8/2023 18:57,40.021394,-75.1364387,5.67,2.15,3.24,
1.33E+17,6/8/2023 18:57,40.021394,-75.1364387,5.67,2.15,3.24,
1.33E+17,6/8/2023 18:57,40.021546,-75.1364040,5.67,2.15,3.24,
1.33E+17,6/8/2023 18:57,40.021546,-75.1364040,5.67,2.15,3.24,
1.33E+17,6/8/2023 18:57,40.021673,-75.1363758,5.67,2.15,3.24,
1.33E+17,6/8/2023 18:57,40.021673,-75.1363758,5.67,2.15,3.24,
1.33E+17,6/8/2023 18:57,40.020659,-75.1362778,5.67,2.16,3.24,
1.33E+17,6/8/2023 18:57,40.020659,-75.1362778,5.67,2.16,3.24,
1.33E+17,6/8/2023 18:57,40.020631,-75.1360750,5.67,2.16,3.24,
1.33E+17,6/8/2023 18:57,40.020631,-75.1360750,5.67,2.16,3.24,
1.33E+17,6/8/2023 19:05,40.018263,-75.1354872,5.67,2.11,3.24,
1.33E+17,6/8/2023 19:05,40.018263,-75.1354872,5.67,2.11,3.24,
1.33E+17,6/8/2023 19:05,40.018242,-75.1353302,5.67,2.11,3.24,
1.33E+17,6/8/2023 19:05,40.018242,-75.1353302,5.67,2.11,3.24,
1.33E+17,6/8/2023 19:04,40.018226,-75.1352075,5.67,2.11,3.24,
1.33E+17,6/8/2023 19:04,40.018226,-75.1352075,5.67,2.11,3.24,
1.33E+17,6/8/2023 19:04,40.018210,-75.1350803,5.67,2.11,3.24,
1.33E+17,6/8/2023 19:04,40.018210,-75.1350803,5.67,2.11,3.24,
1.33E+17,6/8/2023 19:04,40.018194,-75.1349479,5.67,2.11,3.24,
1.33E+17,6/8/2023 19:04,40.018194,-75.1349479,5.67,2.11,3.24,
1.33E+17,6/11/2023 17:53,40.019497,-75.1368820,3.79,2.01,3.25,
1.33E+17,6/11/2023 17:53,40.019376,-75.1368669,3.79,2.01,3.25,
1.33E+17,6/11/2023 17:53,40.019625,-75.1368462,3.79,2.01,3.25,
1.33E+17,6/11/2023 17:53,40.019779,-75.1367848,3.79,2.01,3.25,
1.33E+17,6/11/2023 17:58,40.018334,-75.1367067,10.1,1.93,3.25,
1.33E+17,6/11/2023 17:58,40.018243,-75.1366903,11.4,1.93,3.25,
1.33E+17,6/11/2023 17:58,40.018401,-75.1366230,10,1.93,3.25,
1.33E+17,6/11/2023 17:53,40.020607,-75.1366200,3.79,2.25,3.25,
1.33E+17,6/11/2023 17:53,40.020713,-75.1365961,3.79,2.25,3.25,
1.33E+17,6/11/2023 17:53,40.020879,-75.1365521,3.79,2.25,3.25,
1.33E+17,6/11/2023 17:53,40.020991,-75.1365285,3.79,2.25,3.25,
1.33E+17,6/11/2023 17:53,40.021115,-75.1365027,3.79,2.2,3.25,
1.33E+17,6/11/2023 17:53,40.021279,-75.1364689,5.84,2.2,3.25,
1.33E+17,6/11/2023 17:53,40.021447,-75.1364314,7.89,2.2,3.25,
1.33E+17,6/11/2023 17:53,40.021605,-75.1363953,9.94,2.2,3.25,
1.33E+17,6/11/2023 17:53,40.021694,-75.1363742,9.94,2.2,3.25,
1.33E+17,6/11/2023 17:58,40.018364,-75.1363678,9.94,1.93,3.25,
1.33E+17,6/11/2023 17:58,40.018334,-75.1362187,9.94,1.93,3.25,
1.33E+17,7/5/2023,40.021795,-75.1354472,3.91,2.5,3.25,
1.33E+17,7/5/2023,40.021913,-75.1354299,3.83,2.5,3.25,
1.33E+17,7/5/2023,40.022016,-75.1353994,3.83,2.5,3.25,
1.33E+17,7/5/2023,40.022123,-75.1353617,3.79,2.5,3.25,
1.33E+17,6/11/2023 18:38,40.022502,-75.1317565,3.79,2.48,3.25,
1.33E+17,6/11/2023 18:38,40.022256,-75.1316826,3.79,2.48,3.25,
1.33E+17,6/11/2023 18:38,40.022352,-75.1316682,3.79,2.48,3.25,
1.33E+17,6/5/2023 20:46,39.934566,-75.1517343,11.6,2.43,3.26,
1.33E+17,6/5/2023 20:46,39.934520,-75.1515960,11.9,2.43,3.26,
1.33E+17,6/5/2023 20:46,39.934452,-75.1514078,12,2.43,3.26,
1.33E+17,6/11/2023 19:19,40.020092,-75.1513959,6.55,2.17,3.26,
1.33E+17,6/5/2023 20:46,39.934378,-75.1511914,12.1,2.43,3.26,
1.33E+17,6/11/2023 19:19,40.020020,-75.1508775,6.1,2.17,3.26,
1.33E+17,6/11/2023 18:12,40.017765,-75.1407131,3.94,2.42,3.26,
1.33E+17,6/11/2023 18:12,40.017865,-75.1406943,3.84,2.42,3.26,
1.33E+17,6/11/2023 18:12,40.017999,-75.1406777,3.82,2.42,3.26,
1.33E+17,6/11/2023 18:12,40.018136,-75.1406336,3.79,2.42,3.26,
1.33E+17,6/11/2023 18:12,40.018279,-75.1405868,3.79,2.42,3.26,
1.33E+17,6/11/2023 18:12,40.018418,-75.1405474,3.79,2.2,3.26,
1.33E+17,6/11/2023 18:12,40.018578,-75.1405052,3.81,2.2,3.26,
1.33E+17,6/11/2023 18:12,40.018741,-75.1404737,3.9,2.2,3.26,
1.33E+17,6/11/2023 18:12,40.018880,-75.1404375,3.98,2.2,3.26,
1.33E+17,6/11/2023 18:12,40.018982,-75.1404053,4.05,2.2,3.26,
1.33E+17,6/11/2023 18:12,40.019096,-75.1403898,3.96,2.2,3.26,
1.33E+17,6/11/2023 18:08,40.022654,-75.1364021,10.8,2.78,3.26,
1.33E+17,6/11/2023 18:08,40.022715,-75.1362555,10.9,2.78,3.26,
1.33E+17,6/11/2023 18:08,40.022396,-75.1362288,10.4,2.78,3.26,
1.33E+17,6/11/2023 18:08,40.022514,-75.1361808,10.6,2.78,3.26,
1.33E+17,6/11/2023 18:08,40.022621,-75.1361608,10.8,2.78,3.26,
1.33E+17,6/11/2023 17:56,40.015226,-75.1356134,9.94,2.01,3.26,
1.33E+17,6/11/2023 17:56,40.015198,-75.1354419,9.94,2.01,3.26,
1.33E+17,6/11/2023 17:56,40.015297,-75.1352791,10.5,2.01,3.26,
1.33E+17,6/11/2023 17:56,40.015402,-75.1352479,11.1,2.01,3.26,
1.33E+17,6/11/2023 18:02,40.022729,-75.1339760,10.5,2.46,3.26,
1.33E+17,6/11/2023 18:02,40.022708,-75.1338139,10.1,2.46,3.26,
1.33E+17,6/8/2023 19:14,40.016859,-75.1487542,5.67,2.89,3.27,
1.33E+17,6/8/2023 19:14,40.016859,-75.1487542,5.67,2.89,3.27,
1.33E+17,6/8/2023 19:14,40.016827,-75.1485231,5.67,2.89,3.27,
1.33E+17,6/8/2023 19:14,40.016827,-75.1485231,5.67,2.89,3.27,
1.33E+17,6/8/2023 19:14,40.016789,-75.1482455,5.67,2.89,3.27,
1.33E+17,6/8/2023 19:14,40.016789,-75.1482455,5.67,2.89,3.27,
1.33E+17,6/8/2023 19:14,40.016749,-75.1479564,5.67,2.89,3.27,
1.33E+17,6/8/2023 19:14,40.016749,-75.1479564,5.67,2.89,3.27,
1.33E+17,6/8/2023 19:14,40.016710,-75.1476829,5.67,2.89,3.27,
1.33E+17,6/8/2023 19:14,40.016710,-75.1476829,5.67,2.89,3.27,
1.33E+17,6/8/2023 19:14,40.016676,-75.1474348,5.67,2.79,3.27,
1.33E+17,6/8/2023 19:14,40.016676,-75.1474348,5.67,2.79,3.27,
1.33E+17,6/8/2023 19:13,40.016645,-75.1472269,5.67,2.79,3.27,
1.33E+17,6/8/2023 19:13,40.016645,-75.1472269,5.67,2.79,3.27,
1.33E+17,6/8/2023 19:13,40.016615,-75.1470678,5.67,2.79,3.27,
1.33E+17,6/8/2023 19:13,40.016615,-75.1470678,5.67,2.79,3.27,
1.33E+17,6/8/2023 19:13,40.016591,-75.1469112,5.67,2.79,3.27,
1.33E+17,6/8/2023 19:13,40.016591,-75.1469112,5.67,2.79,3.27,
1.33E+17,6/8/2023 19:13,40.016600,-75.1467789,5.67,2.79,3.27,
1.33E+17,6/8/2023 19:13,40.016600,-75.1467789,5.67,2.79,3.27,
1.33E+17,6/11/2023 18:12,40.019299,-75.1403633,3.79,2.27,3.27,
1.33E+17,6/11/2023 18:12,40.019416,-75.1403347,3.79,2.27,3.27,
1.33E+17,6/11/2023 17:58,40.018124,-75.1366294,11.4,1.89,3.27,
1.33E+17,6/11/2023 17:58,40.018014,-75.1365725,9.94,1.89,3.27,
1.33E+17,6/11/2023 18:09,40.020822,-75.1365396,11,2.53,3.27,
1.33E+17,6/11/2023 18:08,40.020978,-75.1365184,10.8,2.53,3.27,
1.33E+17,6/11/2023 18:08,40.021185,-75.1364859,10.6,2.53,3.27,
1.33E+17,6/11/2023 18:08,40.021371,-75.1364505,10.4,2.53,3.27,
1.33E+17,6/11/2023 17:57,40.017906,-75.1364500,10.3,1.89,3.27,
1.33E+17,6/11/2023 18:08,40.021522,-75.1364126,10.5,2.53,3.27,
1.33E+17,6/11/2023 17:57,40.015958,-75.1363281,10.5,1.85,3.27,
1.33E+17,6/11/2023 17:57,40.016114,-75.1362929,10.6,1.85,3.27,
1.33E+17,6/11/2023 17:57,40.016268,-75.1362546,10.6,1.85,3.27,
1.33E+17,6/11/2023 17:57,40.016413,-75.1362225,10.7,1.85,3.27,
1.33E+17,6/11/2023 17:57,40.016541,-75.1361981,10.8,1.85,3.27,
1.33E+17,7/5/2023,40.022245,-75.1353290,3.79,2.31,3.27,
1.33E+17,7/5/2023,40.022380,-75.1352973,3.79,2.31,3.27,
1.33E+17,7/5/2023,40.022515,-75.1352631,3.79,2.31,3.27,
1.33E+17,7/5/2023,40.022646,-75.1352320,3.79,2.31,3.27,
1.33E+17,7/5/2023,40.022741,-75.1352043,3.79,2.31,3.27,
1.33E+17,6/8/2023 19:13,40.016676,-75.1467093,5.67,2.83,3.28,
1.33E+17,6/8/2023 19:13,40.016676,-75.1467093,5.67,2.83,3.28,
1.33E+17,6/8/2023 19:13,40.016763,-75.1466656,5.67,2.91,3.28,
1.33E+17,6/8/2023 19:13,40.016763,-75.1466656,5.67,2.91,3.28,
1.33E+17,6/8/2023 19:13,40.016868,-75.1466055,5.67,2.91,3.28,
1.33E+17,6/8/2023 19:13,40.016868,-75.1466055,5.67,2.91,3.28,
1.33E+17,6/8/2023 19:13,40.016978,-75.1465528,5.67,2.91,3.28,
1.33E+17,6/8/2023 19:13,40.016978,-75.1465528,5.67,2.91,3.28,
1.33E+17,6/11/2023 18:15,40.015904,-75.1388199,9.94,2.3,3.28,
1.33E+17,6/11/2023 18:15,40.016047,-75.1387583,9.94,2.3,3.28,
1.33E+17,6/11/2023 18:15,40.016178,-75.1387123,9.94,2.3,3.28,
1.33E+17,6/8/2023 19:13,40.017544,-75.1465707,5.67,2.82,3.29,
1.33E+17,6/8/2023 19:13,40.017544,-75.1465707,5.67,2.82,3.29,
1.33E+17,6/8/2023 19:13,40.017428,-75.1465313,5.67,2.82,3.29,
1.33E+17,6/8/2023 19:13,40.017428,-75.1465313,5.67,2.82,3.29,
1.33E+17,6/8/2023 19:13,40.017096,-75.1465169,5.67,2.82,3.29,
1.33E+17,6/8/2023 19:13,40.017096,-75.1465169,5.67,2.82,3.29,
1.33E+17,6/8/2023 19:13,40.017326,-75.1465145,5.67,2.82,3.29,
1.33E+17,6/8/2023 19:13,40.017326,-75.1465145,5.67,2.82,3.29,
1.33E+17,6/8/2023 19:13,40.017211,-75.1465075,5.67,2.82,3.29,
1.33E+17,6/8/2023 19:13,40.017211,-75.1465075,5.67,2.82,3.29,
1.33E+17,7/5/2023,40.020117,-75.1376702,3.79,2.11,3.29,
