ime,dat,latitude,longitude,,,count,
1.33E+17,6/11/2023 18:20,40.020079,-75.1391367,10.5,2.93,3.64,
1.33E+17,6/11/2023 18:20,40.020249,-75.1390508,10.8,2.82,3.64,
1.33E+17,6/7/2023,39.915755,-75.1389616,13.3,3.13,3.64,
1.33E+17,6/11/2023 18:20,40.020269,-75.1389305,11.4,2.82,3.64,
1.33E+17,6/11/2023 18:20,40.020266,-75.1387987,11.5,2.82,3.64,
1.33E+17,6/11/2023 18:20,40.020270,-75.1386610,11.6,2.82,3.64,
1.33E+17,6/19/2023,40.026332,-75.1371065,11.8,2.75,3.64,
1.33E+17,6/19/2023,40.026326,-75.1369773,11.3,2.75,3.64,
1.33E+17,6/19/2023,40.026309,-75.1368302,10.6,2.75,3.64,
1.33E+17,6/19/2023,40.026291,-75.1366636,10.5,2.75,3.64,
1.33E+17,6/11/2023 18:19,40.020317,-75.1365799,11.1,2.94,3.64,
1.33E+17,6/11/2023 18:19,40.020445,-75.1365182,10.8,2.94,3.64,
1.33E+17,6/11/2023 18:19,40.020600,-75.1364940,10.6,2.94,3.64,
1.33E+17,6/11/2023 18:19,40.020827,-75.1364600,10.3,2.94,3.64,
1.33E+17,6/8/2023 19:20,40.012012,-75.1359815,5.67,2.8,3.64,
1.33E+17,6/8/2023 19:20,40.012012,-75.1359815,5.67,2.8,3.64,
1.33E+17,6/11/2023 18:31,40.021951,-75.1339150,3.81,2.9,3.64,
1.33E+17,6/11/2023 18:31,40.021922,-75.1337411,3.98,2.9,3.64,
1.33E+17,6/11/2023 18:31,40.022016,-75.1336421,4.58,2.9,3.64,
1.33E+17,6/15/2023,40.025166,-75.1399535,4.34,2.9,3.65,
1.33E+17,6/15/2023,40.025139,-75.1397311,4.39,2.9,3.65,
1.33E+17,6/15/2023,40.025101,-75.1394935,4.44,2.9,3.65,
1.33E+17,6/15/2023,40.025074,-75.1392507,4.6,2.9,3.65,
1.33E+17,6/15/2023,40.025043,-75.1389957,4.73,2.9,3.65,
1.33E+17,6/7/2023,39.915694,-75.1388742,10.6,3.16,3.65,
1.33E+17,6/15/2023,40.025023,-75.1387327,5.24,2.9,3.65,
1.33E+17,6/19/2023,40.024895,-75.1367524,10.3,2.84,3.65,
1.33E+17,6/19/2023,40.025013,-75.1367464,11.5,2.84,3.65,
1.33E+17,6/19/2023,40.025154,-75.1367245,11.6,2.84,3.65,
1.33E+17,6/19/2023,40.025304,-75.1366967,10.7,2.84,3.65,
1.33E+17,6/19/2023,40.025466,-75.1366617,10.8,2.84,3.65,
1.33E+17,6/19/2023,40.025637,-75.1366220,10.8,2.84,3.65,
1.33E+17,6/19/2023,40.025807,-75.1365857,10.6,2.85,3.65,
1.33E+17,6/19/2023,40.025966,-75.1365548,10.6,2.85,3.65,
1.33E+17,6/19/2023,40.026094,-75.1365219,10.6,2.85,3.65,
1.33E+17,6/19/2023,40.026215,-75.1364971,10.6,2.85,3.65,
1.33E+17,6/11/2023 18:19,40.021224,-75.1364737,3.84,2.87,3.65,
1.33E+17,6/11/2023 18:19,40.021087,-75.1364560,5.99,2.87,3.65,
1.33E+17,6/11/2023 18:19,40.021370,-75.1364437,3.79,2.87,3.65,
1.33E+17,6/11/2023 18:19,40.020973,-75.1364431,8.17,2.87,3.65,
1.33E+17,6/11/2023 18:19,40.021517,-75.1364091,3.8,2.87,3.65,
1.33E+17,6/11/2023 18:19,40.021633,-75.1363819,3.88,2.87,3.65,
1.33E+17,6/15/2023,40.028203,-75.1397351,10.8,2.39,3.66,
1.33E+17,6/15/2023,40.028185,-75.1395737,10.7,2.39,3.66,
1.33E+17,6/15/2023,40.028162,-75.1393932,10.7,2.39,3.66,
1.33E+17,6/15/2023,40.025154,-75.1380357,4.74,3.03,3.66,
1.33E+17,6/15/2023,40.025290,-75.1380217,6.11,3.03,3.66,
1.33E+17,6/15/2023,40.025456,-75.1379939,7.98,3.03,3.66,
1.33E+17,6/15/2023,40.025639,-75.1379583,9.95,3.03,3.66,
1.33E+17,6/15/2023,40.025837,-75.1379212,9.98,3.03,3.66,
1.33E+17,6/15/2023,40.026027,-75.1378728,9.98,3.05,3.66,
1.33E+17,6/15/2023,40.026195,-75.1378254,10,3.05,3.66,
1.33E+17,6/15/2023,40.026322,-75.1377901,7.97,3.05,3.66,
1.33E+17,6/15/2023,40.026459,-75.1377432,3.79,3.05,3.66,
1.33E+17,6/15/2023,40.026605,-75.1377068,3.79,3.12,3.66,
1.33E+17,6/15/2023,40.026786,-75.1376644,3.79,3.12,3.66,
1.33E+17,6/11/2023 18:20,40.020139,-75.1376263,11.7,2.81,3.66,
1.33E+17,6/15/2023,40.026979,-75.1376197,3.79,3.12,3.66,
1.33E+17,6/15/2023,40.027164,-75.1375802,3.79,3.12,3.66,
1.33E+17,6/15/2023,40.027335,-75.1375492,3.79,3.12,3.66,
1.33E+17,6/15/2023,40.027481,-75.1375286,3.79,3.12,3.66,
1.33E+17,6/15/2023,40.027590,-75.1375169,3.85,3.11,3.66,
1.33E+17,6/11/2023 18:20,40.020115,-75.1375131,11.8,2.81,3.66,
1.33E+17,6/15/2023,40.027687,-75.1375029,3.93,3.11,3.66,
1.33E+17,6/15/2023,40.027804,-75.1374339,4.01,3.11,3.66,
1.33E+17,6/11/2023 18:19,40.020078,-75.1373599,11.5,2.81,3.66,
1.33E+17,6/11/2023 18:19,40.020042,-75.1372022,11.2,2.81,3.66,
1.33E+17,6/11/2023 18:31,40.022694,-75.1336309,3.79,2.96,3.66,
1.33E+17,6/11/2023 18:31,40.022154,-75.1336066,4.93,2.96,3.66,
1.33E+17,6/11/2023 18:31,40.022338,-75.1335744,4.49,2.96,3.66,
1.33E+17,6/11/2023 18:31,40.022526,-75.1335651,4.11,2.96,3.66,
1.33E+17,6/19/2023,40.025305,-75.1398182,10.8,2.43,3.67,
1.33E+17,6/11/2023 18:43,40.025047,-75.1390738,3.79,2.99,3.67,
1.33E+17,6/11/2023 18:43,40.025030,-75.1389262,3.79,2.99,3.67,
1.33E+17,6/11/2023 18:43,40.025014,-75.1387969,3.79,2.99,3.67,
1.33E+17,6/11/2023 18:43,40.024998,-75.1386797,3.79,2.99,3.67,
1.33E+17,6/11/2023 18:43,40.024981,-75.1385424,3.79,2.99,3.67,
1.33E+17,6/11/2023 18:43,40.024957,-75.1383812,3.79,2.99,3.67,
1.33E+17,6/11/2023 18:27,40.020585,-75.1376594,10.4,3,3.67,
1.33E+17,6/11/2023 18:27,40.020716,-75.1376292,10.4,3,3.67,
1.33E+17,6/11/2023 18:27,40.020854,-75.1376011,10.4,3,3.67,
1.33E+17,6/11/2023 18:27,40.021002,-75.1375688,10.5,3,3.67,
1.33E+17,6/11/2023 18:27,40.021150,-75.1375355,10.6,3,3.67,
1.33E+17,6/15/2023,40.022605,-75.1444365,4.71,2.74,3.68,
1.33E+17,6/15/2023,40.022771,-75.1444101,4.74,2.74,3.68,
1.33E+17,6/15/2023,40.022948,-75.1443812,6.26,2.74,3.68,
1.33E+17,6/15/2023,40.023131,-75.1443423,8.83,2.74,3.68,
1.33E+17,6/15/2023,40.023331,-75.1443072,10.9,2.74,3.68,
1.33E+17,6/15/2023,40.023523,-75.1442644,10.9,2.74,3.68,
1.33E+17,6/15/2023,40.023705,-75.1442325,9.02,2.67,3.68,
1.33E+17,6/15/2023,40.023850,-75.1442098,7.17,2.67,3.68,
1.33E+17,6/15/2023,40.023948,-75.1441710,5.08,2.67,3.68,
1.33E+17,6/19/2023,40.025221,-75.1396862,11,2.46,3.68,
1.33E+17,6/19/2023,40.025175,-75.1395518,11,2.46,3.68,
1.33E+17,6/19/2023,40.025126,-75.1394052,11.1,2.46,3.68,
1.33E+17,6/19/2023,40.025076,-75.1392333,11.3,2.46,3.68,
1.33E+17,6/19/2023,40.025101,-75.1390559,11.1,2.51,3.68,
1.33E+17,6/19/2023,40.025320,-75.1389593,11,2.51,3.68,
1.33E+17,6/19/2023,40.025490,-75.1389264,11,2.51,3.68,
1.33E+17,6/19/2023,40.025665,-75.1388865,10.8,2.51,3.68,
1.33E+17,6/19/2023,40.025833,-75.1388439,10.7,2.51,3.68,
1.33E+17,6/19/2023,40.023245,-75.1386586,4.05,2.98,3.68,
1.33E+17,6/19/2023,40.023194,-75.1385611,6.16,2.98,3.68,
1.33E+17,6/11/2023 18:43,40.024935,-75.1382200,3.79,2.81,3.68,
1.33E+17,6/11/2023 18:43,40.024913,-75.1380747,3.79,2.81,3.68,
1.33E+17,6/11/2023 18:42,40.024890,-75.1379525,3.79,2.81,3.68,
1.33E+17,6/15/2023,40.029541,-75.1378414,4.2,2.97,3.68,
1.33E+17,6/11/2023 18:42,40.024874,-75.1378291,3.79,2.81,3.68,
1.33E+17,6/11/2023 18:42,40.024856,-75.1376757,3.82,2.83,3.68,
1.33E+17,6/11/2023 18:42,40.024829,-75.1375151,3.82,2.83,3.68,
1.33E+17,6/11/2023 18:42,40.024791,-75.1372425,3.79,2.83,3.68,
1.33E+17,6/11/2023 18:42,40.024764,-75.1371095,4.47,2.83,3.68,
1.33E+17,6/11/2023 18:42,40.024742,-75.1369948,4.47,2.83,3.68,
1.33E+17,6/15/2023,40.030620,-75.1377887,3.85,3.15,3.69,
1.33E+17,6/15/2023,40.030813,-75.1377537,3.79,3.15,3.69,
1.33E+17,6/15/2023,40.030956,-75.1377239,3.79,3.15,3.69,
1.33E+17,6/15/2023,40.031066,-75.1377136,3.79,3.15,3.69,
1.33E+17,6/11/2023 18:42,40.024936,-75.1367592,3.79,3.02,3.69,
1.33E+17,6/11/2023 18:42,40.025029,-75.1367291,3.79,3.02,3.69,
1.33E+17,6/11/2023 18:42,40.025161,-75.1366967,3.79,3.02,3.69,
1.33E+17,6/11/2023 18:42,40.025301,-75.1366655,3.79,3.02,3.69,
1.33E+17,6/11/2023 18:42,40.025444,-75.1366362,3.79,3.02,3.69,
1.33E+17,6/15/2023,40.020914,-75.1432850,6.43,2.84,3.7,
1.33E+17,6/15/2023,40.021018,-75.1431954,5.39,2.84,3.7,
1.33E+17,6/15/2023,40.021153,-75.1431502,5.11,2.84,3.7,
1.33E+17,6/15/2023,40.021383,-75.1431121,6.78,2.84,3.7,
1.33E+17,6/11/2023 18:43,40.025200,-75.1401753,3.79,3.04,3.7,
1.33E+17,6/11/2023 18:43,40.025171,-75.1399575,3.79,3.04,3.7,
1.33E+17,6/19/2023,40.025395,-75.1397965,11,2.43,3.7,
1.33E+17,6/19/2023,40.025524,-75.1397700,11.2,2.43,3.7,
1.33E+17,6/19/2023,40.025667,-75.1397318,11.4,2.43,3.7,
1.33E+17,6/11/2023 18:43,40.025135,-75.1397115,3.79,3.04,3.7,
1.33E+17,6/19/2023,40.025813,-75.1396885,11.4,2.43,3.7,
1.33E+17,6/19/2023,40.025960,-75.1396507,11.4,2.43,3.7,
1.33E+17,6/19/2023,40.026109,-75.1396137,11.4,2.43,3.7,
1.33E+17,6/11/2023 18:43,40.025103,-75.1394747,3.79,3.04,3.7,
1.33E+17,6/11/2023 18:44,40.024028,-75.1393132,3.79,2.61,3.7,
1.33E+17,6/11/2023 18:43,40.025073,-75.1392556,3.79,3.04,3.7,
1.33E+17,6/11/2023 18:44,40.024174,-75.1392542,3.79,2.61,3.7,
1.33E+17,6/11/2023 18:44,40.024280,-75.1392134,3.79,2.61,3.7,
1.33E+17,6/11/2023 18:44,40.024390,-75.1391705,3.79,2.61,3.7,
1.33E+17,6/11/2023 18:44,40.024513,-75.1391434,3.79,2.78,3.7,
1.33E+17,6/11/2023 18:44,40.024637,-75.1391150,3.79,2.78,3.7,
1.33E+17,6/11/2023 18:44,40.024760,-75.1390873,3.79,2.78,3.7,
1.33E+17,6/11/2023 18:44,40.024965,-75.1390379,3.79,2.78,3.7,
1.33E+17,6/11/2023 18:26,40.019409,-75.1386615,3.79,2.84,3.7,
1.33E+17,6/11/2023 18:26,40.019499,-75.1386417,3.79,2.84,3.7,
1.33E+17,6/11/2023 18:26,40.019643,-75.1386095,3.83,2.84,3.7,
1.33E+17,6/15/2023,40.025005,-75.1384790,5.62,3.06,3.7,
1.33E+17,6/15/2023,40.025002,-75.1382896,5.87,3.06,3.7,
1.33E+17,6/15/2023,40.024987,-75.1381337,5.64,3.06,3.7,
1.33E+17,6/15/2023,40.029659,-75.1379092,5.24,3.05,3.7,
1.33E+17,6/15/2023,40.029787,-75.1378996,5.43,3.05,3.7,
1.33E+17,6/15/2023,40.029979,-75.1378801,5.32,3.05,3.7,
1.33E+17,6/15/2023,40.030190,-75.1378575,4.59,3.05,3.7,
1.33E+17,6/11/2023 18:26,40.020079,-75.1378448,10,2.89,3.7,
1.33E+17,6/15/2023,40.030407,-75.1378255,4,3.05,3.7,
1.33E+17,6/11/2023 18:26,40.020227,-75.1377508,11.3,2.89,3.7,
1.33E+17,6/11/2023 18:26,40.020338,-75.1377206,10.2,2.89,3.7,
1.33E+17,6/11/2023 18:27,40.020453,-75.1376888,10.4,2.89,3.7,
1.33E+17,6/15/2023,40.029509,-75.1376541,3.91,3.14,3.7,
1.33E+17,6/15/2023,40.029485,-75.1374981,3.91,3.14,3.7,
1.33E+17,6/11/2023 18:18,40.022134,-75.1373546,3.79,2.62,3.7,
1.33E+17,6/19/2023,40.024848,-75.1373277,10.6,2.71,3.7,
1.33E+17,6/15/2023,40.029454,-75.1373015,4.13,3.14,3.7,
1.33E+17,6/11/2023 18:18,40.022262,-75.1372073,5.01,2.62,3.7,
1.33E+17,6/19/2023,40.024833,-75.1371694,10.7,2.71,3.7,
1.33E+17,6/15/2023,40.029423,-75.1371524,4.52,3.14,3.7,
1.33E+17,6/11/2023 18:18,40.022355,-75.1370243,6.9,2.62,3.7,
1.33E+17,6/19/2023,40.024809,-75.1370221,10.7,2.71,3.7,
1.33E+17,6/11/2023 18:18,40.022425,-75.1369277,7.14,2.62,3.7,
1.33E+17,6/19/2023,40.024784,-75.1368747,10.6,2.71,3.7,
1.33E+17,6/5/2023 20:44,39.935221,-75.1506246,12.3,2.71,3.71,
1.33E+17,6/5/2023 20:44,39.935352,-75.1505740,12.4,2.71,3.71,
1.33E+17,6/5/2023 20:44,39.935497,-75.1505459,13.8,2.71,3.71,
1.33E+17,6/11/2023 17:49,40.019225,-75.1450312,3.79,2.73,3.71,
1.33E+17,6/15/2023,40.025118,-75.1439639,6.83,2.62,3.71,
1.33E+17,6/15/2023,40.025300,-75.1439189,7.09,2.62,3.71,
1.33E+17,6/15/2023,40.025469,-75.1438722,7.42,2.62,3.71,
1.33E+17,6/15/2023,40.025595,-75.1438318,7.73,2.62,3.71,
1.33E+17,6/15/2023,40.025814,-75.1437618,7.07,2.79,3.71,
1.33E+17,6/15/2023,40.026009,-75.1437165,6.68,2.79,3.71,
1.33E+17,6/15/2023,40.026215,-75.1436747,6.22,2.79,3.71,
1.33E+17,6/15/2023,40.026423,-75.1436331,5.66,2.79,3.71,
1.33E+17,6/15/2023,40.026630,-75.1435756,5.37,2.79,3.71,
1.33E+17,6/15/2023,40.026796,-75.1435154,4.83,2.79,3.71,
1.33E+17,6/11/2023 18:25,40.019057,-75.1387210,3.79,2.89,3.71,
1.33E+17,6/11/2023 18:25,40.019152,-75.1387012,3.79,2.89,3.71,
1.33E+17,6/11/2023 18:25,40.019307,-75.1386736,3.79,2.89,3.71,
1.33E+17,6/11/2023 18:26,40.020099,-75.1381189,3.87,3,3.71,
1.33E+17,6/11/2023 18:26,40.020079,-75.1379921,3.98,3,3.71,
1.33E+17,6/11/2023 18:18,40.022574,-75.1366800,4.05,2.7,3.71,
1.33E+17,6/11/2023 18:42,40.025586,-75.1365946,3.79,3,3.71,
1.33E+17,6/11/2023 18:42,40.025721,-75.1365637,3.79,3,3.71,
1.33E+17,6/11/2023 18:42,40.025839,-75.1365420,3.79,3,3.71,
1.33E+17,6/11/2023 18:42,40.025946,-75.1365351,3.79,3,3.71,
1.33E+17,6/11/2023 18:18,40.022630,-75.1365290,4.33,2.7,3.71,
1.33E+17,6/11/2023 18:42,40.026060,-75.1365174,3.79,3,3.71,
1.33E+17,6/11/2023 18:42,40.026149,-75.1364904,3.79,3,3.71,
1.33E+17,6/11/2023 18:42,40.026244,-75.1363901,3.79,3.04,3.71,
1.33E+17,6/11/2023 18:18,40.022674,-75.1363870,4.76,2.7,3.71,
1.33E+17,6/11/2023 18:19,40.022672,-75.1362446,5.11,2.7,3.71,
1.33E+17,6/11/2023 18:42,40.026224,-75.1361869,3.79,3.04,3.71,
1.33E+17,6/11/2023 18:42,40.026202,-75.1360274,3.79,3.04,3.71,
1.33E+17,6/11/2023 18:41,40.026174,-75.1358193,3.79,2.99,3.71,
1.33E+17,6/11/2023 18:41,40.026147,-75.1356108,3.79,2.99,3.71,
1.33E+17,6/11/2023 18:41,40.026121,-75.1354322,3.79,2.99,3.71,
1.33E+17,6/11/2023 18:41,40.026098,-75.1352311,3.79,2.99,3.71,
1.33E+17,6/11/2023 18:41,40.026072,-75.1350107,3.79,2.99,3.71,
1.33E+17,6/11/2023 18:41,40.026055,-75.1348437,3.79,2.99,3.71,
1.33E+17,6/11/2023 18:31,40.022752,-75.1340712,3.79,2.99,3.71,
1.33E+17,6/11/2023 18:31,40.022736,-75.1339453,3.79,2.99,3.71,
1.33E+17,6/11/2023 18:31,40.022725,-75.1338196,3.84,2.99,3.71,
1.33E+17,6/11/2023 18:41,40.025376,-75.1329261,4.81,3.09,3.71,
1.33E+17,6/11/2023 18:41,40.025469,-75.1329052,4.81,3.09,3.71,
1.33E+17,6/11/2023 18:41,40.025562,-75.1328835,3.79,3.09,3.71,
1.33E+17,6/11/2023 18:41,40.025693,-75.1328535,3.79,3.09,3.71,
1.33E+17,6/15/2023,40.021487,-75.1430965,11.2,2.74,3.72,
1.33E+17,6/15/2023,40.021571,-75.1430525,11.1,2.74,3.72,
1.33E+17,6/15/2023,40.021692,-75.1430189,11,2.74,3.72,
1.33E+17,6/15/2023,40.021849,-75.1429785,10.7,2.74,3.72,
1.33E+17,6/15/2023,40.022017,-75.1429499,10.6,2.74,3.72,
1.33E+17,6/11/2023 18:44,40.025153,-75.1399749,3.79,2.94,3.72,
1.33E+17,6/11/2023 18:44,40.025132,-75.1398082,3.79,2.94,3.72,
1.33E+17,6/11/2023 18:44,40.025106,-75.1396306,3.79,2.94,3.72,
1.33E+17,6/11/2023 18:44,40.025082,-75.1394553,3.79,2.94,3.72,
1.33E+17,6/11/2023 18:44,40.025061,-75.1392914,3.79,2.94,3.72,
1.33E+17,6/11/2023 18:44,40.025041,-75.1391538,3.79,2.94,3.72,
1.33E+17,6/11/2023 18:31,40.022873,-75.1358702,11.4,3.09,3.72,
1.33E+17,6/11/2023 18:31,40.022935,-75.1357184,11.3,3.09,3.72,
1.33E+17,6/11/2023 18:31,40.022969,-75.1355899,11.2,3.09,3.72,
1.33E+17,6/11/2023 18:31,40.022956,-75.1353538,10.7,3.09,3.72,
1.33E+17,6/11/2023 18:31,40.022928,-75.1352233,8.3,3.09,3.72,
1.33E+17,6/11/2023 18:31,40.022905,-75.1350635,5.9,3.04,3.72,
1.33E+17,6/11/2023 18:31,40.022875,-75.1348757,3.8,3.04,3.72,
1.33E+17,6/11/2023 18:41,40.026035,-75.1346708,3.79,2.97,3.72,
1.33E+17,6/11/2023 18:31,40.022844,-75.1346678,3.8,3.04,3.72,
1.33E+17,6/11/2023 18:41,40.026020,-75.1344954,3.79,2.97,3.72,
1.33E+17,6/11/2023 18:31,40.022814,-75.1344602,3.8,3.04,3.72,
1.33E+17,6/11/2023 18:41,40.025995,-75.1342808,3.79,2.97,3.72,
1.33E+17,6/11/2023 18:31,40.022778,-75.1342528,3.79,3.04,3.72,
1.33E+17,6/11/2023 18:41,40.025968,-75.1340623,3.79,2.97,3.72,
1.33E+17,6/11/2023 18:41,40.025941,-75.1338527,3.79,2.97,3.72,
1.33E+17,6/15/2023,40.024086,-75.1441324,4.81,2.76,3.73,
1.33E+17,6/15/2023,40.024206,-75.1441062,5.07,2.76,3.73,
1.33E+17,6/15/2023,40.024402,-75.1440648,5.4,2.76,3.73,
1.33E+17,6/15/2023,40.024590,-75.1440306,6.09,2.76,3.73,
1.33E+17,6/15/2023,40.024751,-75.1440008,6.78,2.76,3.73,
1.33E+17,6/15/2023,40.024929,-75.1439928,6.81,2.76,3.73,
1.33E+17,6/7/2023,39.919441,-75.1433200,11.2,3.14,3.73,
1.33E+17,6/11/2023 18:43,40.025223,-75.1403133,3.79,3.11,3.73,
1.33E+17,6/15/2023,40.027317,-75.1400975,11.1,2.34,3.73,
1.33E+17,6/15/2023,40.027526,-75.1400427,11.1,2.34,3.73,
1.33E+17,6/15/2023,40.027751,-75.1400005,10.9,2.34,3.73,
1.33E+17,6/15/2023,40.027967,-75.1399696,10.9,2.34,3.73,
1.33E+17,6/15/2023,40.028120,-75.1399212,10.9,2.34,3.73,
1.33E+17,6/11/2023 18:26,40.019917,-75.1386212,4.03,2.82,3.73,
1.33E+17,6/11/2023 18:26,40.019788,-75.1385880,3.83,2.82,3.73,
1.33E+17,6/15/2023,40.029033,-75.1371632,3.91,2.95,3.73,
1.33E+17,6/15/2023,40.029208,-75.1371318,3.84,2.95,3.73,
1.33E+17,6/15/2023,40.029305,-75.1371098,3.88,2.95,3.73,
1.33E+17,6/11/2023 18:18,40.022509,-75.1368666,7.38,2.7,3.73,
1.33E+17,6/15/2023,40.024000,-75.1425237,3.79,2.63,3.74,
1.33E+17,6/15/2023,40.024102,-75.1425008,3.79,2.63,3.74,
1.33E+17,6/19/2023,40.023032,-75.1385064,6.09,3.07,3.74,
1.33E+17,6/19/2023,40.023123,-75.1384879,5.78,3.07,3.74,
1.33E+17,6/11/2023 18:30,40.022241,-75.1371762,7.19,3.03,3.74,
1.33E+17,6/11/2023 18:30,40.022318,-75.1370408,7.56,3.03,3.74,
1.33E+17,6/11/2023 18:30,40.022404,-75.1369233,7.11,3.03,3.74,
1.33E+17,6/11/2023 18:42,40.024742,-75.1368740,3.83,3.09,3.74,
1.33E+17,6/11/2023 18:42,40.024822,-75.1367915,3.79,3.09,3.74,
1.33E+17,6/7/2023,39.920211,-75.1435989,15.8,3.81,3.75,
1.33E+17,6/7/2023,39.919443,-75.1431882,13.7,3.46,3.75,
1.33E+17,6/15/2023,40.022390,-75.1428881,3.79,2.6,3.75,
1.33E+17,6/15/2023,40.022270,-75.1427668,3.81,2.6,3.75,
1.33E+17,6/15/2023,40.022253,-75.1426188,3.84,2.6,3.75,
1.33E+17,6/15/2023,40.022221,-75.1424280,3.86,2.6,3.75,
1.33E+17,6/11/2023 18:43,40.025199,-75.1401822,3.85,3.13,3.75,
1.33E+17,6/19/2023,40.026290,-75.1395777,11.3,2.29,3.75,
1.33E+17,6/19/2023,40.026457,-75.1395457,11.3,2.29,3.75,
1.33E+17,6/19/2023,40.026586,-75.1395191,11.2,2.29,3.75,
1.33E+17,6/19/2023,40.026728,-75.1394937,10.9,2.29,3.75,
1.33E+17,6/11/2023 18:26,40.020013,-75.1385707,4.28,3,3.75,
1.33E+17,6/11/2023 18:26,40.020114,-75.1385009,3.84,3,3.75,
1.33E+17,6/11/2023 18:26,40.020120,-75.1382766,3.79,3,3.75,
1.33E+17,6/11/2023 18:27,40.021286,-75.1375076,10.6,2.88,3.75,
1.33E+17,6/11/2023 18:27,40.021403,-75.1374825,10.7,2.88,3.75,
1.33E+17,6/11/2023 18:27,40.021548,-75.1374739,10.6,2.88,3.75,
1.33E+17,6/15/2023,40.027923,-75.1374123,4.13,3,3.75,
1.33E+17,6/15/2023,40.028199,-75.1373463,4.16,3,3.75,
1.33E+17,6/15/2023,40.028413,-75.1372914,4.11,3,3.75,
1.33E+17,6/15/2023,40.028628,-75.1372539,4.11,3,3.75,
1.33E+17,6/15/2023,40.028836,-75.1372061,3.98,3,3.75,
1.33E+17,6/11/2023 18:41,40.025917,-75.1336620,3.79,3.22,3.75,
1.33E+17,6/11/2023 18:41,40.025888,-75.1334571,3.79,3.22,3.75,
1.33E+17,6/11/2023 18:41,40.025861,-75.1332316,3.79,3.22,3.75,
1.33E+17,6/11/2023 18:41,40.025835,-75.1329928,4.76,3.22,3.75,
1.33E+17,6/11/2023 18:41,40.025785,-75.1328418,5.5,3.22,3.75,
1.33E+17,6/15/2023,40.022865,-75.1427885,3.79,2.74,3.76,
1.33E+17,6/15/2023,40.023050,-75.1427497,3.79,2.74,3.76,
1.33E+17,6/15/2023,40.023251,-75.1427154,3.79,2.74,3.76,
1.33E+17,6/15/2023,40.023451,-75.1426740,3.79,2.74,3.76,
1.33E+17,6/15/2023,40.023645,-75.1426266,3.79,2.74,3.76,
1.33E+17,6/15/2023,40.023841,-75.1425704,3.79,2.74,3.76,
1.33E+17,6/15/2023,40.031238,-75.1388842,3.79,3.2,3.76,
1.33E+17,6/15/2023,40.031226,-75.1387068,3.79,3.2,3.76,
1.33E+17,6/15/2023,40.031206,-75.1385216,3.79,3.2,3.76,
1.33E+17,6/15/2023,40.031179,-75.1383177,3.79,3.2,3.76,
1.33E+17,6/15/2023,40.031158,-75.1381021,3.79,3.2,3.76,
1.33E+17,6/15/2023,40.031134,-75.1379075,3.79,3.2,3.76,
1.33E+17,6/11/2023 18:30,40.022498,-75.1368140,10.5,3.17,3.76,
1.33E+17,6/11/2023 18:30,40.022566,-75.1366758,12.4,3.17,3.76,
1.33E+17,6/11/2023 18:30,40.022618,-75.1365312,12.5,3.17,3.76,
1.33E+17,6/11/2023 18:31,40.022678,-75.1363801,10.7,3.17,3.76,
1.33E+17,6/11/2023 18:31,40.022752,-75.1362250,11,3.17,3.76,
1.33E+17,6/11/2023 18:31,40.022821,-75.1360479,11.2,3.17,3.76,
1.33E+17,6/15/2023,40.022498,-75.1428730,3.79,2.65,3.77,
1.33E+17,6/15/2023,40.022607,-75.1428528,3.79,2.65,3.77,
1.33E+17,6/15/2023,40.022719,-75.1428185,3.79,2.65,3.77,
1.33E+17,6/11/2023 18:45,40.023421,-75.1392580,3.79,2.89,3.77,
1.33E+17,6/11/2023 18:45,40.023372,-75.1390632,3.79,2.89,3.77,
1.33E+17,6/11/2023 18:45,40.023345,-75.1388984,3.79,2.89,3.77,
1.33E+17,6/11/2023 18:45,40.023315,-75.1387259,3.83,2.89,3.77,
1.33E+17,6/5/2023 20:44,39.935655,-75.1505133,14.1,2.81,3.78,
1.33E+17,6/5/2023 20:44,39.935766,-75.1504809,13.7,2.81,3.78,
1.33E+17,6/5/2023 20:44,39.935915,-75.1504288,13.5,2.81,3.78,
1.33E+17,6/5/2023 20:44,39.936098,-75.1503808,13.4,2.81,3.78,
1.33E+17,6/5/2023 20:44,39.936298,-75.1503369,13.3,2.81,3.78,
1.33E+17,6/5/2023 20:44,39.936506,-75.1502962,13,2.81,3.78,
1.33E+17,6/5/2023 20:28,39.940474,-75.1493835,8.06,3.73,3.79,
1.33E+17,6/7/2023,39.919405,-75.1430796,15.1,3.56,3.79,
1.33E+17,6/19/2023,40.026820,-75.1394674,11.2,2.33,3.79,
1.33E+17,6/19/2023,40.026944,-75.1394426,11.4,2.33,3.79,
1.33E+17,6/19/2023,40.027082,-75.1394210,11.5,2.33,3.79,
1.33E+17,6/19/2023,40.027226,-75.1393981,11.4,2.33,3.79,
1.33E+17,6/19/2023,40.027340,-75.1393765,11.3,2.33,3.79,
1.33E+17,6/11/2023 18:30,40.021781,-75.1381212,3.82,3.19,3.79,
1.33E+17,6/11/2023 18:30,40.021856,-75.1379569,3.98,3.19,3.79,
1.33E+17,6/11/2023 18:30,40.021941,-75.1377728,4.32,3.19,3.79,
1.33E+17,6/11/2023 18:30,40.022049,-75.1375695,5.25,3.19,3.79,
1.33E+17,6/11/2023 18:30,40.022143,-75.1373644,6.45,3.19,3.79,
1.33E+17,6/15/2023,40.031283,-75.1391980,3.79,3.04,3.8,
